User-ID,Age
0,18.0
1,17.0
2,61.0
3,26.0
4,14.0
5,26.0
6,25.0
7,14.0
8,19.0
9,46.0
10,19.0
11,55.0
12,32.0
13,24.0
14,19.0
15,24.0
16,20.0
17,34.0
18,17.0
19,24.0
20,23.0
21,34.0
22,32.0
23,14.0
24,17.0
25,51.0
26,31.0
27,21.0
28,17.0
29,34.0
30,44.0
31,24.0
32,23.0
33,30.0
34,57.0
35,32.0
36,30.0
37,43.0
38,44.0
39,24.0
40,34.0
41,30.0
42,37.0
43,18.0
44,20.0
45,41.0
46,54.0
47,42.0
48,20.0
49,50.0
50,39.0
51,19.0
52,42.0
53,44.0
54,26.0
55,53.0
56,47.0
57,36.0
58,20.0
59,25.0
60,32.0
61,57.0
62,57.0
63,28.0
64,35.0
65,13.0
66,24.0
67,58.0
68,49.0
69,24.0
70,28.0
71,47.0
72,38.0
73,45.0
74,28.0
75,35.0
76,24.0
77,26.0
78,62.0
79,63.0
80,25.0
81,26.0
82,24.0
83,20.0
84,36.0
85,38.0
86,20.0
87,27.0
88,33.0
89,62.0
90,20.0
91,44.0
92,29.0
93,66.0
94,31.0
95,34.0
96,46.0
97,28.0
98,36.0
99,27.0
100,17.0
101,29.0
102,17.0
103,31.0
104,33.0
105,40.0
106,23.0
107,23.0
108,33.0
109,21.0
110,38.0
111,27.0
112,28.0
113,15.0
114,23.0
115,60.0
116,21.0
117,54.0
118,21.0
119,21.0
120,27.0
121,20.0
122,42.0
123,41.0
124,79.0
125,41.0
126,22.0
127,16.0
128,25.0
129,22.0
130,27.0
131,23.0
132,20.0
133,37.0
134,31.0
135,16.0
136,23.0
137,15.0
138,29.0
139,25.0
140,54.0
141,65.0
142,28.0
143,24.0
144,32.0
145,45.0
146,51.0
147,45.0
148,28.0
149,23.0
150,24.0
151,29.0
152,22.0
153,20.0
154,26.0
155,15.0
156,21.0
157,31.0
158,35.0
159,17.0
160,19.0
161,15.0
162,22.0
163,25.0
164,28.0
165,21.0
166,27.0
167,42.0
168,32.0
169,53.0
170,24.0
171,27.0
172,53.0
173,30.0
174,26.0
175,34.0
176,28.0
177,23.0
178,41.0
179,32.0
180,37.0
181,24.0
182,23.0
183,33.0
184,21.0
185,60.0
186,59.0
187,23.0
188,27.0
189,27.0
190,27.0
191,17.0
192,20.0
193,15.0
194,50.0
195,28.0
196,25.0
197,27.0
198,29.0
199,34.0
200,28.0
201,41.0
202,29.0
203,33.0
204,25.0
205,63.0
206,45.0
207,35.0
208,22.0
209,45.0
210,28.0
211,35.0
212,57.0
213,47.0
214,23.0
215,20.0
216,17.0
217,35.0
218,22.0
219,48.0
220,44.0
221,24.0
222,25.0
223,24.0
224,50.0
225,41.0
226,28.0
227,19.0
228,37.0
229,37.0
230,17.0
231,50.0
232,40.0
233,27.0
234,17.0
235,34.0
236,31.0
237,14.0
238,14.0
239,47.0
240,23.0
241,29.0
242,32.0
243,25.0
244,40.0
245,48.0
246,53.0
247,34.0
248,16.0
249,24.0
250,47.0
251,40.0
252,22.0
253,31.0
254,33.0
255,50.0
256,54.0
257,31.0
258,62.0
259,17.0
260,37.0
261,15.0
262,18.0
263,20.0
264,24.0
265,18.0
266,31.0
267,25.0
268,34.0
269,45.0
270,13.0
271,62.0
272,46.0
273,72.0
274,17.0
275,51.0
276,31.0
277,25.0
278,26.0
279,60.0
280,29.0
281,51.0
282,51.0
283,29.0
284,62.0
285,17.0
286,47.0
287,40.0
288,29.0
289,51.0
290,29.0
291,58.0
292,30.0
293,24.0
294,22.0
295,23.0
296,19.0
297,37.0
298,29.0
299,35.0
300,22.0
301,16.0
302,28.0
303,47.0
304,56.0
305,53.0
306,31.0
307,59.0
308,20.0
309,26.0
310,67.0
311,45.0
312,27.0
313,51.0
314,19.0
315,16.0
316,36.0
317,31.0
318,49.0
319,35.0
320,15.0
321,48.0
322,28.0
323,23.0
324,23.0
325,31.0
326,33.0
327,23.0
328,35.0
329,29.0
330,22.0
331,45.0
332,56.0
333,19.0
334,23.0
335,26.0
336,60.0
337,42.0
338,28.0
339,17.0
340,49.0
341,43.0
342,34.0
343,36.0
344,20.0
345,23.0
346,42.0
347,31.0
348,30.0
349,34.0
350,19.0
351,24.0
352,20.0
353,28.0
354,29.0
355,34.0
356,54.0
357,45.0
358,48.0
359,23.0
360,41.0
361,41.0
362,44.0
363,33.0
364,15.0
365,50.0
366,24.0
367,20.0
368,20.0
369,37.0
370,23.0
371,21.0
372,35.0
373,26.0
374,30.0
375,58.0
376,61.0
377,22.0
378,21.0
379,49.0
380,26.0
381,27.0
382,24.0
383,23.0
384,31.0
385,27.0
386,65.0
387,28.0
388,20.0
389,44.0
390,28.0
391,44.0
392,21.0
393,35.0
394,14.0
395,22.0
396,80.0
397,25.0
398,44.0
399,58.0
400,13.0
401,16.0
402,31.0
403,53.0
404,52.0
405,14.0
406,42.0
407,27.0
408,29.0
409,49.0
410,34.0
411,30.0
412,52.0
413,16.0
414,66.0
415,24.0
416,31.0
417,40.0
418,69.0
419,53.0
420,29.0
421,34.0
422,55.0
423,16.0
424,48.0
425,25.0
426,36.0
427,14.0
428,36.0
429,41.0
430,33.0
431,24.0
432,29.0
433,30.0
434,23.0
435,28.0
436,52.0
437,43.0
438,38.0
439,27.0
440,52.0
441,16.0
442,28.0
443,23.0
444,13.0
445,20.0
446,57.0
447,39.0
448,48.0
449,15.0
450,44.0
451,47.0
452,51.0
453,33.0
454,41.0
455,38.0
456,34.0
457,32.0
458,36.0
459,34.0
460,17.0
461,42.0
462,43.0
463,32.0
464,41.0
465,38.0
466,33.0
467,25.0
468,36.0
469,15.0
470,38.0
471,65.0
472,35.0
473,23.0
474,57.0
475,21.0
476,17.0
477,35.0
478,26.0
479,71.0
480,40.0
481,21.0
482,24.0
483,42.0
484,25.0
485,25.0
486,55.0
487,23.0
488,22.0
489,27.0
490,24.0
491,22.0
492,54.0
493,29.0
494,25.0
495,46.0
496,26.0
497,56.0
498,73.0
499,23.0
500,27.0
501,27.0
502,30.0
503,19.0
504,19.0
505,22.0
506,32.0
507,33.0
508,24.0
509,23.0
510,43.0
511,30.0
512,46.0
513,19.0
514,22.0
515,40.0
516,27.0
517,14.0
518,23.0
519,25.0
520,21.0
521,18.0
522,19.0
523,31.0
524,19.0
525,25.0
526,40.0
527,33.0
528,44.0
529,51.0
530,50.0
531,38.0
532,52.0
533,65.0
534,28.0
535,20.0
536,21.0
537,29.0
538,29.0
539,16.0
540,60.0
541,36.0
542,30.0
543,43.0
544,29.0
545,21.0
546,24.0
547,31.0
548,55.0
549,21.0
550,29.0
551,24.0
552,26.0
553,23.0
554,23.0
555,22.0
556,78.0
557,24.0
558,22.0
559,31.0
560,25.0
561,13.0
562,15.0
563,22.0
564,36.0
565,34.0
566,28.0
567,33.0
568,36.0
569,23.0
570,41.0
571,23.0
572,33.0
573,62.0
574,33.0
575,34.0
576,21.0
577,34.0
578,19.0
579,25.0
580,67.0
581,59.0
582,16.0
583,56.0
584,26.0
585,52.0
586,23.0
587,18.0
588,35.0
589,33.0
590,18.0
591,57.0
592,57.0
593,29.0
594,52.0
595,18.0
596,26.0
597,25.0
598,18.0
599,26.0
600,38.0
601,40.0
602,34.0
603,47.0
604,22.0
605,34.0
606,17.0
607,31.0
608,20.0
609,37.0
610,30.0
611,35.0
612,19.0
613,23.0
614,47.0
615,38.0
616,16.0
617,19.0
618,45.0
619,59.0
620,37.0
621,18.0
622,22.0
623,47.0
624,31.0
625,49.0
626,20.0
627,28.0
628,35.0
629,31.0
630,36.0
631,46.0
632,17.0
633,22.0
634,49.0
635,25.0
636,18.0
637,18.0
638,32.0
639,24.0
640,28.0
641,38.0
642,57.0
643,41.0
644,18.0
645,31.0
646,22.0
647,59.0
648,29.0
649,61.0
650,21.0
651,23.0
652,18.0
653,22.0
654,61.0
655,53.0
656,26.0
657,22.0
658,46.0
659,21.0
660,25.0
661,33.0
662,19.0
663,26.0
664,25.0
665,45.0
666,21.0
667,55.0
668,79.0
669,25.0
670,22.0
671,26.0
672,22.0
673,34.0
674,25.0
675,18.0
676,31.0
677,32.0
678,35.0
679,22.0
680,25.0
681,20.0
682,27.0
683,17.0
684,32.0
685,26.0
686,22.0
687,32.0
688,27.0
689,29.0
690,9.0
691,28.0
692,23.0
693,38.0
694,23.0
695,49.0
696,38.0
697,24.0
698,23.0
699,29.0
700,39.0
701,24.0
702,34.0
703,27.0
704,28.0
705,28.0
706,40.0
707,35.0
708,28.0
709,22.0
710,43.0
711,21.0
712,32.0
713,33.0
714,22.0
715,24.0
716,19.0
717,30.0
718,17.0
719,24.0
720,27.0
721,17.0
722,34.0
723,22.0
724,14.0
725,16.0
726,34.0
727,13.0
728,50.0
729,27.0
730,25.0
731,25.0
732,21.0
733,42.0
734,37.0
735,36.0
736,25.0
737,34.0
738,55.0
739,36.0
740,44.0
741,22.0
742,26.0
743,23.0
744,18.0
745,29.0
746,17.0
747,46.0
748,39.0
749,23.0
750,19.0
751,42.0
752,33.0
753,64.0
754,27.0
755,34.0
756,32.0
757,32.0
758,26.0
759,44.0
760,28.0
761,32.0
762,35.0
763,26.0
764,34.0
765,30.0
766,20.0
767,37.0
768,18.0
769,56.0
770,47.0
771,17.0
772,41.0
773,28.0
774,23.0
775,30.0
776,48.0
777,18.0
778,63.0
779,33.0
780,36.0
781,24.0
782,21.0
783,37.0
784,24.0
785,26.0
786,32.0
787,36.0
788,32.0
789,42.0
790,28.0
791,37.0
792,14.0
793,21.0
794,33.0
795,25.0
796,43.0
797,35.0
798,39.0
799,71.0
800,16.0
801,56.0
802,14.0
803,36.0
804,37.0
805,16.0
806,16.0
807,23.0
808,22.0
809,26.0
810,36.0
811,34.0
812,27.0
813,59.0
814,20.0
815,37.0
816,59.0
817,33.0
818,32.0
819,12.0
820,28.0
821,29.0
822,22.0
823,36.0
824,42.0
825,35.0
826,28.0
827,35.0
828,36.0
829,41.0
830,39.0
831,53.0
832,26.0
833,28.0
834,53.0
835,28.0
836,35.0
837,74.0
838,22.0
839,74.0
840,47.0
841,69.0
842,27.0
843,47.0
844,25.0
845,45.0
846,51.0
847,55.0
848,23.0
849,39.0
850,41.0
851,22.0
852,71.0
853,15.0
854,54.0
855,36.0
856,21.0
857,27.0
858,34.0
859,36.0
860,30.0
861,26.0
862,23.0
863,31.0
864,61.0
865,24.0
866,22.0
867,21.0
868,45.0
869,21.0
870,15.0
871,34.0
872,15.0
873,59.0
874,15.0
875,28.0
876,20.0
877,59.0
878,33.0
879,25.0
880,30.0
881,22.0
882,43.0
883,33.0
884,28.0
885,30.0
886,75.0
887,23.0
888,20.0
889,22.0
890,31.0
891,25.0
892,53.0
893,31.0
894,20.0
895,35.0
896,25.0
897,21.0
898,26.0
899,48.0
900,25.0
901,40.0
902,27.0
903,31.0
904,32.0
905,61.0
906,46.0
907,29.0
908,27.0
909,22.0
910,26.0
911,42.0
912,34.0
913,69.0
914,30.0
915,26.0
916,29.0
917,25.0
918,31.0
919,21.0
920,40.0
921,28.0
922,60.0
923,29.0
924,32.0
925,23.0
926,29.0
927,32.0
928,61.0
929,22.0
930,57.0
931,37.0
932,28.0
933,32.0
934,26.0
935,24.0
936,58.0
937,23.0
938,16.0
939,48.0
940,48.0
941,29.0
942,14.0
943,19.0
944,50.0
945,15.0
946,24.0
947,50.0
948,59.0
949,51.0
950,23.0
951,43.0
952,24.0
953,63.0
954,29.0
955,27.0
956,30.0
957,24.0
958,41.0
959,30.0
960,24.0
961,21.0
962,30.0
963,41.0
964,59.0
965,36.0
966,28.0
967,20.0
968,18.0
969,27.0
970,29.0
971,33.0
972,27.0
973,34.0
974,24.0
975,18.0
976,33.0
977,22.0
978,25.0
979,24.0
980,22.0
981,22.0
982,19.0
983,67.0
984,41.0
985,36.0
986,17.0
987,48.0
988,29.0
989,59.0
990,41.0
991,60.0
992,25.0
993,14.0
994,20.0
995,51.0
996,47.0
997,20.0
998,18.0
999,23.0
1000,26.0
1001,14.0
1002,21.0
1003,35.0
1004,47.0
1005,46.0
1006,38.0
1007,47.0
1008,53.0
1009,50.0
1010,45.0
1011,26.0
1012,69.0
1013,34.0
1014,21.0
1015,25.0
1016,45.0
1017,19.0
1018,21.0
1019,32.0
1020,26.0
1021,21.0
1022,57.0
1023,47.0
1024,24.0
1025,24.0
1026,49.0
1027,36.0
1028,28.0
1029,21.0
1030,40.0
1031,25.0
1032,25.0
1033,55.0
1034,33.0
1035,15.0
1036,32.0
1037,30.0
1038,22.0
1039,18.0
1040,26.0
1041,31.0
1042,29.0
1043,28.0
1044,17.0
1045,51.0
1046,17.0
1047,26.0
1048,43.0
1049,22.0
1050,29.0
1051,24.0
1052,21.0
1053,16.0
1054,50.0
1055,29.0
1056,39.0
1057,25.0
1058,37.0
1059,25.0
1060,34.0
1061,38.0
1062,33.0
1063,16.0
1064,26.0
1065,14.0
1066,19.0
1067,25.0
1068,33.0
1069,48.0
1070,32.0
1071,23.0
1072,26.0
1073,21.0
1074,39.0
1075,36.0
1076,25.0
1077,26.0
1078,35.0
1079,23.0
1080,52.0
1081,43.0
1082,48.0
1083,53.0
1084,44.0
1085,23.0
1086,33.0
1087,24.0
1088,56.0
1089,24.0
1090,30.0
1091,18.0
1092,47.0
1093,13.0
1094,16.0
1095,22.0
1096,25.0
1097,18.0
1098,34.0
1099,23.0
1100,25.0
1101,54.0
1102,25.0
1103,42.0
1104,24.0
1105,44.0
1106,21.0
1107,25.0
1108,32.0
1109,36.0
1110,34.0
1111,25.0
1112,22.0
1113,27.0
1114,3.0
1115,9.0
1116,57.0
1117,29.0
1118,39.0
1119,43.0
1120,43.0
1121,52.0
1122,21.0
1123,60.0
1124,36.0
1125,50.0
1126,47.0
1127,36.0
1128,31.0
1129,20.0
1130,30.0
1131,27.0
1132,14.0
1133,46.0
1134,24.0
1135,47.0
1136,31.0
1137,53.0
1138,58.0
1139,47.0
1140,35.0
1141,51.0
1142,36.0
1143,24.0
1144,32.0
1145,33.0
1146,52.0
1147,35.0
1148,27.0
1149,17.0
1150,33.0
1151,23.0
1152,27.0
1153,42.0
1154,31.0
1155,20.0
1156,17.0
1157,43.0
1158,22.0
1159,40.0
1160,34.0
1161,18.0
1162,23.0
1163,24.0
1164,42.0
1165,29.0
1166,34.0
1167,47.0
1168,61.0
1169,25.0
1170,54.0
1171,23.0
1172,34.0
1173,29.0
1174,28.0
1175,23.0
1176,22.0
1177,36.0
1178,3.0
1179,41.0
1180,23.0
1181,20.0
1182,57.0
1183,17.0
1184,24.0
1185,31.0
1186,19.0
1187,31.0
1188,25.0
1189,47.0
1190,25.0
1191,20.0
1192,42.0
1193,41.0
1194,24.0
1195,28.0
1196,26.0
1197,39.0
1198,19.0
1199,13.0
1200,27.0
1201,32.0
1202,31.0
1203,37.0
1204,59.0
1205,34.0
1206,16.0
1207,26.0
1208,19.0
1209,24.0
1210,21.0
1211,30.0
1212,53.0
1213,31.0
1214,28.0
1215,34.0
1216,31.0
1217,36.0
1218,21.0
1219,29.0
1220,42.0
1221,50.0
1222,34.0
1223,27.0
1224,46.0
1225,42.0
1226,30.0
1227,31.0
1228,34.0
1229,29.0
1230,27.0
1231,35.0
1232,15.0
1233,49.0
1234,56.0
1235,50.0
1236,31.0
1237,22.0
1238,21.0
1239,25.0
1240,20.0
1241,48.0
1242,20.0
1243,25.0
1244,26.0
1245,54.0
1246,23.0
1247,33.0
1248,16.0
1249,31.0
1250,43.0
1251,48.0
1252,22.0
1253,27.0
1254,26.0
1255,35.0
1256,29.0
1257,34.0
1258,25.0
1259,40.0
1260,62.0
1261,14.0
1262,21.0
1263,36.0
1264,15.0
1265,19.0
1266,28.0
1267,27.0
1268,19.0
1269,24.0
1270,62.0
1271,30.0
1272,43.0
1273,44.0
1274,42.0
1275,23.0
1276,55.0
1277,25.0
1278,16.0
1279,28.0
1280,31.0
1281,40.0
1282,23.0
1283,62.0
1284,24.0
1285,32.0
1286,34.0
1287,34.0
1288,25.0
1289,15.0
1290,35.0
1291,45.0
1292,33.0
1293,34.0
1294,22.0
1295,22.0
1296,57.0
1297,35.0
1298,54.0
1299,30.0
1300,18.0
1301,20.0
1302,58.0
1303,32.0
1304,18.0
1305,48.0
1306,27.0
1307,29.0
1308,27.0
1309,17.0
1310,29.0
1311,28.0
1312,30.0
1313,18.0
1314,15.0
1315,27.0
1316,24.0
1317,29.0
1318,39.0
1319,27.0
1320,22.0
1321,26.0
1322,25.0
1323,34.0
1324,34.0
1325,23.0
1326,40.0
1327,26.0
1328,18.0
1329,26.0
1330,23.0
1331,22.0
1332,15.0
1333,33.0
1334,37.0
1335,48.0
1336,27.0
1337,23.0
1338,32.0
1339,26.0
1340,27.0
1341,44.0
1342,35.0
1343,20.0
1344,16.0
1345,34.0
1346,25.0
1347,62.0
1348,15.0
1349,19.0
1350,76.0
1351,47.0
1352,16.0
1353,35.0
1354,59.0
1355,21.0
1356,27.0
1357,59.0
1358,63.0
1359,28.0
1360,33.0
1361,32.0
1362,17.0
1363,22.0
1364,19.0
1365,24.0
1366,27.0
1367,37.0
1368,22.0
1369,46.0
1370,16.0
1371,18.0
1372,42.0
1373,30.0
1374,34.0
1375,18.0
1376,35.0
1377,30.0
1378,51.0
1379,25.0
1380,21.0
1381,61.0
1382,28.0
1383,19.0
1384,24.0
1385,34.0
1386,30.0
1387,71.0
1388,35.0
1389,41.0
1390,21.0
1391,18.0
1392,23.0
1393,25.0
1394,62.0
1395,43.0
1396,21.0
1397,35.0
1398,24.0
1399,40.0
1400,23.0
1401,23.0
1402,28.0
1403,13.0
1404,27.0
1405,17.0
1406,34.0
1407,57.0
1408,29.0
1409,60.0
1410,66.0
1411,48.0
1412,55.0
1413,22.0
1414,55.0
1415,44.0
1416,24.0
1417,24.0
1418,18.0
1419,35.0
1420,23.0
1421,38.0
1422,13.0
1423,58.0
1424,42.0
1425,16.0
1426,18.0
1427,45.0
1428,16.0
1429,22.0
1430,46.0
1431,16.0
1432,20.0
1433,38.0
1434,32.0
1435,37.0
1436,40.0
1437,64.0
1438,26.0
1439,45.0
1440,47.0
1441,29.0
1442,43.0
1443,50.0
1444,32.0
1445,25.0
1446,21.0
1447,41.0
1448,29.0
1449,48.0
1450,33.0
1451,57.0
1452,37.0
1453,25.0
1454,33.0
1455,21.0
1456,35.0
1457,62.0
1458,54.0
1459,58.0
1460,36.0
1461,25.0
1462,45.0
1463,26.0
1464,25.0
1465,18.0
1466,25.0
1467,28.0
1468,25.0
1469,22.0
1470,45.0
1471,32.0
1472,42.0
1473,54.0
1474,24.0
1475,59.0
1476,29.0
1477,25.0
1478,54.0
1479,22.0
1480,19.0
1481,35.0
1482,31.0
1483,23.0
1484,22.0
1485,24.0
1486,35.0
1487,46.0
1488,65.0
1489,39.0
1490,36.0
1491,27.0
1492,40.0
1493,18.0
1494,69.0
1495,49.0
1496,34.0
1497,36.0
1498,61.0
1499,50.0
1500,57.0
1501,38.0
1502,47.0
1503,31.0
1504,28.0
1505,38.0
1506,21.0
1507,28.0
1508,42.0
1509,39.0
1510,33.0
1511,20.0
1512,16.0
1513,28.0
1514,38.0
1515,29.0
1516,28.0
1517,55.0
1518,46.0
1519,55.0
1520,54.0
1521,48.0
1522,25.0
1523,33.0
1524,31.0
1525,24.0
1526,17.0
1527,48.0
1528,49.0
1529,53.0
1530,26.0
1531,58.0
1532,43.0
1533,53.0
1534,36.0
1535,55.0
1536,35.0
1537,25.0
1538,59.0
1539,16.0
1540,17.0
1541,33.0
1542,25.0
1543,49.0
1544,26.0
1545,34.0
1546,22.0
1547,34.0
1548,29.0
1549,15.0
1550,29.0
1551,18.0
1552,23.0
1553,22.0
1554,33.0
1555,44.0
1556,17.0
1557,22.0
1558,21.0
1559,35.0
1560,63.0
1561,41.0
1562,19.0
1563,21.0
1564,41.0
